	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV7891	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV7892	NA	NA	NA	NA	NA	NA	NA
ASV7893	Fungi	Basidiomycota	Cystobasidiomycetes	Erythrobasidiales	Erythrobasidiaceae	Erythrobasidium	NA
ASV7894	Fungi	NA	NA	NA	NA	NA	NA
ASV7895	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	NA	NA
ASV7896	Fungi	NA	NA	NA	NA	NA	NA
ASV7897	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber longisporus
ASV7898	NA	NA	NA	NA	NA	NA	NA
ASV7899	Fungi	Monoblepharomycota	Monoblepharidomycetes	NA	NA	NA	NA
ASV7900	NA	NA	NA	NA	NA	NA	NA
ASV7901	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV7902	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Cochliobolus	Cochliobolus akaiiensis
ASV7903	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV7904	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	NA	NA
ASV7905	Fungi	NA	NA	NA	NA	NA	NA
ASV7906	NA	NA	NA	NA	NA	NA	NA
ASV7907	Fungi	NA	NA	NA	NA	NA	NA
ASV7908	NA	NA	NA	NA	NA	NA	NA
ASV7909	NA	NA	NA	NA	NA	NA	NA
ASV7910	Fungi	NA	NA	NA	NA	NA	NA
ASV7911	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	NA	Catenochytridium	NA
ASV7912	Fungi	Blastocladiomycota	NA	NA	NA	NA	NA
ASV7913	Fungi	NA	NA	NA	NA	NA	NA
ASV7914	NA	NA	NA	NA	NA	NA	NA
ASV7915	Fungi	NA	NA	NA	NA	NA	NA
ASV7916	Fungi	NA	NA	NA	NA	NA	NA
ASV7917	Fungi	NA	NA	NA	NA	NA	NA
ASV7918	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV7919	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Xylaria	Xylaria frustulosa
ASV7920	Fungi	NA	NA	NA	NA	NA	NA
ASV7921	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	NA
ASV7922	Fungi	NA	NA	NA	NA	NA	NA
ASV7923	NA	NA	NA	NA	NA	NA	NA
ASV7924	Fungi	NA	NA	NA	NA	NA	NA
ASV7925	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus silvaticus
ASV7926	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Hydropus	NA
ASV7927	NA	NA	NA	NA	NA	NA	NA
ASV7928	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Lyophyllum	NA
ASV7929	Fungi	NA	NA	NA	NA	NA	NA
ASV7930	Fungi	NA	NA	NA	NA	NA	NA
ASV7931	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Penidiellopsis	NA
ASV7932	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV7933	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	NA
ASV7934	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Dentiscutata	NA
ASV7935	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	NA	NA
ASV7936	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
ASV7937	Fungi	NA	NA	NA	NA	NA	NA
ASV7938	NA	NA	NA	NA	NA	NA	NA
ASV7939	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
ASV7940	Fungi	Glomeromycota	Paraglomeromycetes	Paraglomerales	NA	NA	NA
ASV7941	NA	NA	NA	NA	NA	NA	NA
ASV7942	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV7943	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV7944	NA	NA	NA	NA	NA	NA	NA
ASV7945	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV7946	NA	NA	NA	NA	NA	NA	NA
ASV7947	Fungi	NA	NA	NA	NA	NA	NA
ASV7948	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	NA	NA	NA
ASV7949	Fungi	Monoblepharomycota	Monoblepharidomycetes	NA	NA	NA	NA
ASV7950	Fungi	NA	NA	NA	NA	NA	NA
ASV7951	NA	NA	NA	NA	NA	NA	NA
ASV7952	NA	NA	NA	NA	NA	NA	NA
ASV7953	NA	NA	NA	NA	NA	NA	NA
ASV7954	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
ASV7955	Fungi	NA	NA	NA	NA	NA	NA
ASV7956	NA	NA	NA	NA	NA	NA	NA
ASV7957	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV7958	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV7959	NA	NA	NA	NA	NA	NA	NA
ASV7960	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV7961	Fungi	NA	NA	NA	NA	NA	NA
ASV7962	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	NA
ASV7963	Fungi	NA	NA	NA	NA	NA	NA
ASV7964	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV7965	Fungi	Basidiomycota	Geminibasidiomycetes	Geminibasidiales	Geminibasidiaceae	Geminibasidium	NA
ASV7966	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV7967	Fungi	NA	NA	NA	NA	NA	NA
ASV7968	Fungi	NA	NA	NA	NA	NA	NA
ASV7969	NA	NA	NA	NA	NA	NA	NA
ASV7970	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Collarina	Collarina aurantiaca
ASV7971	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA
ASV7972	Fungi	NA	NA	NA	NA	NA	NA
ASV7973	NA	NA	NA	NA	NA	NA	NA
ASV7974	Fungi	Monoblepharomycota	Monoblepharidomycetes	NA	NA	NA	NA
ASV7975	NA	NA	NA	NA	NA	NA	NA
ASV7976	Fungi	NA	NA	NA	NA	NA	NA
ASV7977	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	Calcarisporiella thermophila
ASV7978	NA	NA	NA	NA	NA	NA	NA
ASV7979	NA	NA	NA	NA	NA	NA	NA
ASV7980	Fungi	NA	NA	NA	NA	NA	NA
ASV7981	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
ASV7982	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV7983	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium raperi
ASV7984	Fungi	NA	NA	NA	NA	NA	NA
ASV7985	NA	NA	NA	NA	NA	NA	NA
ASV7986	NA	NA	NA	NA	NA	NA	NA
ASV7987	Fungi	Kickxellomycota	NA	NA	NA	NA	NA
ASV7988	Fungi	NA	NA	NA	NA	NA	NA
ASV7989	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
ASV7990	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV7991	Fungi	NA	NA	NA	NA	NA	NA
ASV7992	NA	NA	NA	NA	NA	NA	NA
ASV7994	Fungi	NA	NA	NA	NA	NA	NA
ASV7995	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV7996	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV7997	NA	NA	NA	NA	NA	NA	NA
ASV7998	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	NA	NA	NA
ASV7999	Fungi	NA	NA	NA	NA	NA	NA
ASV8000	NA	NA	NA	NA	NA	NA	NA
ASV8001	NA	NA	NA	NA	NA	NA	NA
ASV8002	Fungi	NA	NA	NA	NA	NA	NA
ASV8003	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	NA	NA	NA
ASV8004	Fungi	NA	NA	NA	NA	NA	NA
ASV8005	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8006	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8007	NA	NA	NA	NA	NA	NA	NA
ASV8008	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypocopra	Hypocopra rostrata
ASV8009	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV8010	Fungi	NA	NA	NA	NA	NA	NA
ASV8011	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8012	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus	Aphanoascus keratinophilus
ASV8013	Fungi	NA	NA	NA	NA	NA	NA
ASV8014	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis rosea
ASV8015	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8016	NA	NA	NA	NA	NA	NA	NA
ASV8017	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8018	Fungi	NA	NA	NA	NA	NA	NA
ASV8019	NA	NA	NA	NA	NA	NA	NA
ASV8020	Fungi	NA	NA	NA	NA	NA	NA
ASV8021	Fungi	Ascomycota	Eurotiomycetes	Sclerococcales	Dactylosporaceae	Cylindroconidiis	NA
ASV8022	NA	NA	NA	NA	NA	NA	NA
ASV8023	NA	NA	NA	NA	NA	NA	NA
ASV8024	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
ASV8025	NA	NA	NA	NA	NA	NA	NA
ASV8026	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV8027	Fungi	NA	NA	NA	NA	NA	NA
ASV8028	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	NA
ASV8029	Fungi	NA	NA	NA	NA	NA	NA
ASV8030	NA	NA	NA	NA	NA	NA	NA
ASV8031	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Nectriopsis	NA
ASV8032	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8033	NA	NA	NA	NA	NA	NA	NA
ASV8034	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Flavodon	Flavodon flavus
ASV8035	NA	NA	NA	NA	NA	NA	NA
ASV8036	NA	NA	NA	NA	NA	NA	NA
ASV8037	Fungi	NA	NA	NA	NA	NA	NA
ASV8038	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8039	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	Scytalidium circinatum
ASV8040	NA	NA	NA	NA	NA	NA	NA
ASV8041	Fungi	NA	NA	NA	NA	NA	NA
ASV8042	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	NA
ASV8043	NA	NA	NA	NA	NA	NA	NA
ASV8044	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8045	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8046	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber taiwanensis
ASV8047	NA	NA	NA	NA	NA	NA	NA
ASV8048	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8049	Fungi	NA	NA	NA	NA	NA	NA
ASV8050	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	NA
ASV8051	NA	NA	NA	NA	NA	NA	NA
ASV8052	Fungi	NA	NA	NA	NA	NA	NA
ASV8053	Fungi	Glomeromycota	Glomeromycetes	NA	NA	NA	NA
ASV8054	NA	NA	NA	NA	NA	NA	NA
ASV8055	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
ASV8056	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	NA
ASV8057	NA	NA	NA	NA	NA	NA	NA
ASV8058	Fungi	NA	NA	NA	NA	NA	NA
ASV8059	Fungi	NA	NA	NA	NA	NA	NA
ASV8060	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8061	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	NA	NA
ASV8062	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8063	Fungi	NA	NA	NA	NA	NA	NA
ASV8064	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Flabellascoma	NA
ASV8065	Fungi	NA	NA	NA	NA	NA	NA
ASV8066	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8067	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
ASV8068	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	Fusicolla violacea
ASV8069	Fungi	NA	NA	NA	NA	NA	NA
ASV8070	Fungi	NA	NA	NA	NA	NA	NA
ASV8071	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8072	NA	NA	NA	NA	NA	NA	NA
ASV8073	Fungi	NA	NA	NA	NA	NA	NA
ASV8074	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
ASV8076	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8077	Fungi	NA	NA	NA	NA	NA	NA
ASV8078	Fungi	NA	NA	NA	NA	NA	NA
ASV8079	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8080	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	NA
ASV8081	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8082	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Clitopilus	NA
ASV8083	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae	Polyporus	NA
ASV8084	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8085	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	NA	Entrophospora	NA
ASV8086	NA	NA	NA	NA	NA	NA	NA
ASV8087	Fungi	NA	NA	NA	NA	NA	NA
ASV8088	Fungi	NA	NA	NA	NA	NA	NA
ASV8089	Fungi	NA	NA	NA	NA	NA	NA
ASV8091	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Trichomonascaceae	Blastobotrys	Blastobotrys mokoenaii
ASV8092	Fungi	NA	NA	NA	NA	NA	NA
ASV8093	Fungi	Ascomycota	Dothideomycetes	Capnodiales	NA	NA	NA
ASV8094	Fungi	Ascomycota	Dothideomycetes	NA	NA	NA	NA
ASV8095	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	NA	NA
ASV8096	NA	NA	NA	NA	NA	NA	NA
ASV8097	NA	NA	NA	NA	NA	NA	NA
ASV8098	Fungi	NA	NA	NA	NA	NA	NA
ASV8099	Fungi	Basidiomycota	Agaricomycetes	Polyporales	NA	NA	NA
ASV8100	Fungi	NA	NA	NA	NA	NA	NA
ASV8101	NA	NA	NA	NA	NA	NA	NA
ASV8102	Fungi	NA	NA	NA	NA	NA	NA
ASV8103	NA	NA	NA	NA	NA	NA	NA
ASV8104	NA	NA	NA	NA	NA	NA	NA
ASV8105	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	NA
ASV8106	Fungi	NA	NA	NA	NA	NA	NA
ASV8107	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium sp.
ASV8108	Fungi	NA	NA	NA	NA	NA	NA
ASV8109	Fungi	NA	NA	NA	NA	NA	NA
ASV8110	NA	NA	NA	NA	NA	NA	NA
ASV8111	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8112	Fungi	NA	NA	NA	NA	NA	NA
ASV8113	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8114	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8115	Fungi	NA	NA	NA	NA	NA	NA
ASV8116	Fungi	NA	NA	NA	NA	NA	NA
ASV8117	Fungi	NA	NA	NA	NA	NA	NA
ASV8118	Fungi	NA	NA	NA	NA	NA	NA
ASV8119	NA	NA	NA	NA	NA	NA	NA
ASV8120	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
ASV8121	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Vanrija	Vanrija fragicola
ASV8122	NA	NA	NA	NA	NA	NA	NA
ASV8123	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	Exophiala oligosperma
ASV8124	Fungi	NA	NA	NA	NA	NA	NA
ASV8125	Fungi	NA	NA	NA	NA	NA	NA
ASV8126	NA	NA	NA	NA	NA	NA	NA
ASV8127	Fungi	NA	NA	NA	NA	NA	NA
ASV8128	NA	NA	NA	NA	NA	NA	NA
ASV8129	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	NA	NA	NA
ASV8130	NA	NA	NA	NA	NA	NA	NA
ASV8131	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	NA
ASV8132	NA	NA	NA	NA	NA	NA	NA
ASV8133	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8134	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8135	NA	NA	NA	NA	NA	NA	NA
ASV8136	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium thailandicum
ASV8137	NA	NA	NA	NA	NA	NA	NA
ASV8138	Fungi	NA	NA	NA	NA	NA	NA
ASV8139	Fungi	NA	NA	NA	NA	NA	NA
ASV8140	NA	NA	NA	NA	NA	NA	NA
ASV8141	NA	NA	NA	NA	NA	NA	NA
ASV8142	Fungi	NA	NA	NA	NA	NA	NA
ASV8143	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8144	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	Ochroconis sexualis
ASV8145	Fungi	Monoblepharomycota	Monoblepharidomycetes	Monoblepharidales	Telasphaerulaceae	Telasphaerula	NA
ASV8146	Fungi	NA	NA	NA	NA	NA	NA
ASV8147	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	NA
ASV8148	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Thozetella	NA
ASV8149	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8150	Fungi	NA	NA	NA	NA	NA	NA
ASV8151	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8152	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
ASV8153	NA	NA	NA	NA	NA	NA	NA
ASV8154	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium ubiquetum
ASV8155	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
ASV8156	NA	NA	NA	NA	NA	NA	NA
ASV8157	Fungi	NA	NA	NA	NA	NA	NA
ASV8158	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8159	Fungi	NA	NA	NA	NA	NA	NA
ASV8160	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV8161	NA	NA	NA	NA	NA	NA	NA
ASV8162	NA	NA	NA	NA	NA	NA	NA
ASV8163	Fungi	NA	NA	NA	NA	NA	NA
ASV8164	NA	NA	NA	NA	NA	NA	NA
ASV8165	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8166	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Wardomycopsis	Wardomycopsis litoralis
ASV8167	NA	NA	NA	NA	NA	NA	NA
ASV8168	Fungi	NA	NA	NA	NA	NA	NA
ASV8169	Fungi	Ascomycota	Sordariomycetes	Conioscyphales	Conioscyphaceae	Conioscypha	Conioscypha pleiomorpha
ASV8170	Fungi	NA	NA	NA	NA	NA	NA
ASV8171	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8172	Fungi	NA	NA	NA	NA	NA	NA
ASV8173	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8174	NA	NA	NA	NA	NA	NA	NA
ASV8175	NA	NA	NA	NA	NA	NA	NA
ASV8176	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	NA	NA
ASV8177	NA	NA	NA	NA	NA	NA	NA
ASV8178	NA	NA	NA	NA	NA	NA	NA
ASV8179	NA	NA	NA	NA	NA	NA	NA
ASV8180	NA	NA	NA	NA	NA	NA	NA
ASV8181	Fungi	NA	NA	NA	NA	NA	NA
ASV8182	NA	NA	NA	NA	NA	NA	NA
ASV8183	NA	NA	NA	NA	NA	NA	NA
ASV8184	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8185	Fungi	Glomeromycota	Glomeromycetes	Glomerales	NA	NA	NA
ASV8186	Fungi	NA	NA	NA	NA	NA	NA
ASV8187	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8188	NA	NA	NA	NA	NA	NA	NA
ASV8189	Fungi	NA	NA	NA	NA	NA	NA
ASV8190	NA	NA	NA	NA	NA	NA	NA
ASV8191	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Mucoraceae	Mucor	Mucor circinelloides
ASV8192	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
ASV8193	Fungi	NA	NA	NA	NA	NA	NA
ASV8194	Fungi	NA	NA	NA	NA	NA	NA
ASV8195	NA	NA	NA	NA	NA	NA	NA
ASV8196	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	NA
ASV8197	NA	NA	NA	NA	NA	NA	NA
ASV8198	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Sporobolomyces	NA
ASV8199	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8200	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	NA
ASV8201	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
ASV8202	Fungi	NA	NA	NA	NA	NA	NA
ASV8203	NA	NA	NA	NA	NA	NA	NA
ASV8204	Fungi	NA	NA	NA	NA	NA	NA
ASV8205	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
ASV8206	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8207	Fungi	NA	NA	NA	NA	NA	NA
ASV8208	NA	NA	NA	NA	NA	NA	NA
ASV8210	Rhizaria	Cercozoa	NA	NA	NA	NA	NA
ASV8211	Fungi	Ascomycota	Eurotiomycetes	NA	NA	NA	NA
ASV8212	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	NA
ASV8213	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	NA	NA	NA
ASV8214	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8215	NA	NA	NA	NA	NA	NA	NA
ASV8216	NA	NA	NA	NA	NA	NA	NA
ASV8217	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
ASV8218	Fungi	NA	NA	NA	NA	NA	NA
ASV8219	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	NA	NA
ASV8220	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	NA	NA
ASV8221	Fungi	Basidiomycota	NA	NA	NA	NA	NA
ASV8222	NA	NA	NA	NA	NA	NA	NA
ASV8223	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
ASV8224	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Scytinopogon	NA
ASV8225	Fungi	Chytridiomycota	Cladochytriomycetes	Cladochytriales	Endochytriaceae	Endochytrium	NA
ASV8226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
ASV8227	NA	NA	NA	NA	NA	NA	NA
ASV8228	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	Myrothecium gramineum
ASV8229	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus arrhizus
ASV8230	NA	NA	NA	NA	NA	NA	NA
ASV8231	NA	NA	NA	NA	NA	NA	NA
ASV8232	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	NA
ASV8233	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	NA
ASV8234	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
ASV8235	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	NA	NA
ASV8236	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	NA
ASV8237	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	Fusariella	NA
ASV8238	Fungi	Ascomycota	Orbiliomycetes	NA	NA	NA	NA
ASV8239	Fungi	NA	NA	NA	NA	NA	NA
ASV8240	NA	NA	NA	NA	NA	NA	NA
ASV8241	Fungi	NA	NA	NA	NA	NA	NA
ASV8242	Fungi	NA	NA	NA	NA	NA	NA
ASV8243	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV8244	Fungi	Glomeromycota	NA	NA	NA	NA	NA
ASV8245	Fungi	NA	NA	NA	NA	NA	NA
ASV8246	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium madriti
ASV8247	NA	NA	NA	NA	NA	NA	NA
ASV8248	Fungi	Ascomycota	Sordariomycetes	Xylariales	NA	NA	NA
ASV8249	NA	NA	NA	NA	NA	NA	NA
ASV8250	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Macrophomina	Macrophomina phaseolina
ASV8251	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Toxicocladosporium	NA
ASV8252	Fungi	NA	NA	NA	NA	NA	NA
ASV8253	Fungi	Mucoromycota	Endogonomycetes	NA	NA	NA	NA
ASV8254	Fungi	NA	NA	NA	NA	NA	NA
ASV8255	NA	NA	NA	NA	NA	NA	NA
ASV8256	Fungi	Ascomycota	NA	NA	NA	NA	NA
ASV8257	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia macrospinosa
ASV8258	NA	NA	NA	NA	NA	NA	NA
ASV8259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae	Pseudolophiostoma	NA
ASV8260	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	NA
ASV8261	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	Pseudorobillarda	NA
ASV8262	NA	NA	NA	NA	NA	NA	NA
